price,date,media_movel_7d,media_movel_30d,bitcoin_return,Price_M
115335.02449154812,2025-09-14 14:03:03.108,115860.46733342022,115867.242894138,-0.0041610276646502,0.12
115424.06207419035,2025-09-14 15:03:02.402,115806.6235397956,115847.14082807858,0.0007719908417651,0.12
115264.81046966574,2025-09-14 16:01:41.826,115705.3062896858,115820.18948994856,-0.0013797088896617,0.12
115525.17752438669,2025-09-14 17:06:25.299,115616.92168131066,115803.77808642856,0.0022588598693742,0.12
115618.63633362162,2025-09-14 18:01:42.783,115552.50046012129,115790.37706062618,0.0008089908298578,0.12
115440.71361146876,2025-09-14 19:02:37.860,115489.33807087,115769.70637529728,-0.0015388758057951,0.12
115673.89884462304,2025-09-14 20:02:21.702,115468.90333564348,115766.55896386872,0.0020199566154719,0.12
115854.9135075182,2025-09-14 21:01:05.532,115543.17319506778,115766.96114059303,0.0015648704219635,0.12
115965.65715814184,2025-09-14 22:02:42.564,115620.54392134656,115773.0128226926,0.0009558822087978,0.12
116031.2706523723,2025-09-14 23:02:29.909,115730.0382331618,115795.96137421892,0.0005658010814439,0.12
115278.5525158622,2025-09-15 00:02:16.596,115694.80608908684,115786.32457771128,-0.0064872006682168,0.12
115079.57387944873,2025-09-15 01:01:04.862,115617.79716706216,115766.01921029224,-0.0017260681373154,0.12
115221.8282088466,2025-09-15 02:00:40.747,115586.5278238304,115745.4925280077,0.0012361388263995,0.12
115416.66833998004,2025-09-15 03:02:45.175,115549.7806088814,115726.86125073011,0.0016910001703867,0.12
115501.3042235996,2025-09-15 04:01:18.993,115499.26499689303,115713.47802909496,0.0007333072842672,0.12
116039.88908636587,2025-09-15 05:03:09.463,115509.86955806788,115717.65176617428,0.0046630197501806,0.12
116552.24107354402,2025-09-15 06:02:04.567,115584.29390394955,115736.89688882696,0.0044153091769745,0.12
116168.096103401,2025-09-15 07:02:40.860,115711.37155931226,115743.41240403746,-0.0032959037647385,0.12
115792.1934414128,2025-09-15 08:02:38.802,115813.17435387858,115735.78744353644,-0.0032358511036766,0.12
114850.5440850557,2025-09-15 09:03:10.656,115760.1337647656,115700.5204188226,-0.0081322352429012,0.11
114911.21426941568,2025-09-15 10:02:53.047,115687.92604039924,115671.84379606352,0.000528253347368,0.11
114801.4092571736,2025-09-15 11:00:28.962,115587.94104519552,115638.32549771042,-0.000955563936385,0.11
115033.54381311937,2025-09-15 12:03:39.535,115444.17743473174,115608.40055065507,0.0020220531912265,0.12
114744.92311789298,2025-09-15 13:01:24.790,115185.98915535305,115573.81309750162,-0.0025090133334958,0.11
114843.50523291624,2025-09-15 14:02:50.157,114996.76188814091,115541.89765094672,0.0008591414098728,0.11
114840.07931502668,2025-09-15 15:02:39.051,114860.74558437149,115504.0992540998,-2.9831185338946572e-05,0.11
114798.22619184008,2025-09-15 16:03:04.032,114853.27159962636,115459.2444677274,-0.0003644470069702,0.11
114696.00606119882,2025-09-15 17:00:35.789,114822.5275698811,115413.4585070358,-0.0008904330147961,0.11
114913.60325521955,2025-09-15 18:02:46.067,114838.55528388768,115381.15027100216,0.0018971645264145,0.11
115354.79218701142,2025-09-15 19:01:40.991,114884.4479087294,115365.74527752891,0.0038393098753679,0.12
115314.09587210546,2025-09-15 20:01:57.993,114965.75830218832,115365.04765688084,-0.0003527925813431,0.12
115315.75715379852,2025-09-15 21:02:47.117,115033.22286231436,115361.43749286776,1.4406579529557815e-05,0.12
115507.66358734564,2025-09-15 22:02:24.842,115128.5920440742,115369.53259679044,0.0016641822269889,0.12
115299.78030175949,2025-09-15 23:02:15.705,115200.24263120556,115362.01935603618,-0.0017997358714554,0.12
115356.68489564986,2025-09-16 00:02:12.908,115294.62532184143,115353.28764143711,0.0004935360131774,0.12
115085.0301085918,2025-09-16 01:01:09.225,115319.11487232316,115341.43152467458,-0.0023549115277003,0.12
115069.45354548478,2025-09-16 02:02:30.553,115278.35220924795,115321.28334803664,-0.0001353482993601,0.12
115082.07756660203,2025-09-16 03:02:38.044,115245.20673703316,115295.52215000609,0.0001097078392944,0.12
115398.77427960285,2025-09-16 04:02:46.174,115257.06632643378,115276.62605405478,0.0027519203658579,0.12
115487.13956192975,2025-09-16 05:02:40.101,115254.13432280291,115258.48835104004,0.0007657384827401,0.12
115983.38149554328,2025-09-16 06:02:33.105,115351.79163620062,115281.98265036273,0.0042969454044481,0.12
115753.79463886896,2025-09-16 07:00:02.950,115408.52159951764,115304.45667567676,-0.0019794806265683,0.12
115909.95804182388,2025-09-16 08:02:30.463,115526.3684471222,115327.394336776,0.0013490996424103,0.12
115685.4644022894,2025-09-16 09:02:13.582,115614.3699980943,115336.35420551964,-0.0019367933810612,0.12
115485.19680005404,2025-09-16 10:02:30.142,115671.95846001605,115335.81729140146,-0.0017311388537019,0.12
115397.9484735048,2025-09-16 11:06:31.061,115671.8404877163,115314.41927097276,-0.0007554935954287,0.12
115345.7791919205,2025-09-16 12:02:51.237,115651.64614914356,115274.20387491865,-0.0004520815341553,0.12
115432.89206598124,2025-09-16 13:02:51.518,115573.00480206324,115249.69707367133,0.000755232438248,0.12
115019.09578002297,2025-09-16 14:02:15.297,115468.04782222812,115223.927151625,-0.0035847346328439,0.12
115260.95453487385,2025-09-16 15:02:43.751,115375.33303552098,115237.60749995224,0.0021027704418181,0.12
115918.68063027997,2025-09-16 16:01:31.236,115408.64963951962,115271.18971198106,0.0057064085410389,0.12
116158.42752272532,2025-09-16 17:02:20.382,115504.82545704408,115316.42365416612,0.0020682334472907,0.12
116536.31650559162,2025-09-16 18:00:28.989,115667.44946162793,115366.51607724854,0.0032532205447801,0.12
116454.5775062696,2025-09-16 19:00:50.088,115825.84922082066,115423.50455686108,-0.0007014036634501,0.12
116804.43867134044,2025-09-16 20:02:41.347,116021.78445015768,115488.86900480856,0.0030042714727294,0.12
116882.78170087388,2025-09-16 21:02:05.078,116288.02529599352,115556.9590843368,0.0006707196269644,0.12
116776.2713466712,2025-09-16 22:02:26.235,116504.49912625027,115622.89392283116,-0.0009112578658101,0.12
116872.96755173472,2025-09-16 23:00:15.778,116640.82582931526,115695.459305849,0.0008280466908938,0.12
116797.00205991932,2025-09-17 00:02:23.026,116732.05076320012,115758.23926600568,-0.000649983425652,0.12
116629.3763135545,2025-09-17 01:02:47.493,116745.34502148052,115800.72540355712,-0.0014351887754689,0.12
116688.52098718812,2025-09-17 02:00:32.647,116778.7655187546,115846.53957405988,0.0005071164358678,0.12
116732.50964139416,2025-09-17 03:01:42.025,116768.48994304796,115893.76465697974,0.0003769749914892,0.12
116423.14743464271,2025-09-17 04:02:32.112,116702.82790501496,115924.28078522296,-0.0026501803799283,0.12
116319.91427503152,2025-09-17 05:01:59.779,116637.63403763786,115958.2852509987,-0.0008867064830828,0.12
117162.75477621086,2025-09-17 06:02:04.771,116679.03221256303,116018.48758035076,0.0072458831012074,0.12
117256.58549060355,2025-09-17 07:01:05.825,116744.68698837503,116090.87275975112,0.0008008578713594,0.12
117225.48665434265,2025-09-17 08:01:49.896,116829.84560848764,116162.7405300464,-0.0002652203808494,0.12
116877.6478033946,2025-09-17 09:01:31.391,116856.86372508858,116222.5928712728,-0.0029672630148568,0.12
116606.4783652071,2025-09-17 10:02:37.489,116838.85925706186,116262.8496741263,-0.0023201137538603,0.12
116382.44528065142,2025-09-17 11:00:57.252,116833.04466363452,116292.69319808368,-0.0019212747670332,0.12
116279.78693685924,2025-09-17 12:02:27.236,116827.31218675278,116302.57337946088,-0.0008820775637135,0.12
116198.55483548676,2025-09-17 13:01:35.627,116689.5693380779,116317.39871934812,-0.000698591763129,0.12
116193.74724346046,2025-09-17 14:03:05.739,116537.73530277176,116326.85835940269,-4.1373939917765945e-05,0.12
