price,date,media_movel_7d,media_movel_30d,cardano_return
0.8235052315684884,2025-07-26 23:04:57.113,0.8283321115726097,,-0.007175849585182359
0.8190799958273328,2025-07-27 00:04:37.048,0.8263179185128677,0.8216144122634719,-0.005373658322397112
0.8215403452199399,2025-07-27 01:09:11.629,0.8255100147036826,0.8226172031699092,0.003003796216658916
0.8262539444797501,2025-07-27 02:04:02.529,0.8251260330462379,0.8236558098080667,0.005737514033529623
0.8304322238711287,2025-07-27 03:02:25.774,0.8252101147736548,0.8244235883084153,0.0050568949404645736
0.829932224505952,2025-07-27 04:09:56.006,0.8257430368297448,0.8249952685340186,-0.0006020953315682975
0.8335617065631007,2025-07-27 05:09:39.046,0.8263293817193846,0.8255772557593765,0.004373227053943163
0.8348041305251752,2025-07-27 06:04:43.710,0.8279435101417685,0.826229602387232,0.0014905002860523542
0.8288850881293022,2025-07-27 07:04:02.421,0.8293442376134783,0.8265981417854141,-0.007090336738211134
0.8245381427184304,2025-07-27 08:06:51.510,0.829772494398977,0.8268696230810371,-0.005244328162160916
0.8199832022726963,2025-07-27 09:00:43.059,0.8288766740836836,0.8266757421547665,-0.005524232548802299
0.8164927847300618,2025-07-27 10:03:17.125,0.8268853256349598,0.8264148897557183,-0.004256693957827795
0.8309183371299099,2025-07-27 11:03:41.614,0.8270261988669538,0.8266530035801885,0.01766770346245905
0.8240164658220358,2025-07-27 12:07:53.102,0.8256625930468017,0.8266235546425347,-0.0083063172389648
0.825674667361167,2025-07-27 13:08:38.003,0.824358384023372,0.8268212581908607,0.0020123402964733472
0.8198030131146495,2025-07-27 14:01:47.884,0.8230609447355643,0.8268396267783552,-0.007111341159688367
0.8183754934506532,2025-07-27 15:09:12.654,0.8221805662687391,0.8266323868151877,-0.0017412959469041978
0.824053178794924,2025-07-27 16:09:26.300,0.8227619914862002,0.8265240124557086,0.0069377509342698485
0.8237753489196443,2025-07-27 17:07:43.139,0.8238023577989976,0.8264882010650736,-0.000337150419935206
0.8257290648630446,2025-07-27 18:09:49.550,0.8230610331894456,0.8265495918480139,0.0023716610917801084
0.8290477002138724,2025-07-27 19:04:39.439,0.8237797809597078,0.8265890025610688,0.004019036621144334
0.8271318571968986,2025-07-27 20:09:50.909,0.823987950936241,0.8264900801079329,-0.0023108960033053627
0.8275946818913812,2025-07-27 21:09:57.121,0.8251010464757741,0.8264647274521894,0.0005595537041107601
0.8317961652876144,2025-07-27 22:09:25.304,0.8270182853096256,0.8263914847965644,0.00507674044815154
0.8341346336780213,2025-07-27 23:04:21.799,0.828458493150068,0.8264233276776475,0.0028113478854503438
0.8310520920963917,2025-07-28 00:04:50.440,0.8294980278896035,0.8265518750180528,-0.0036954964548557845
0.8324612367948809,2025-07-28 01:08:59.691,0.8304597667370087,0.82666918904182,0.0016956153674247965
0.8257959173510537,2025-07-28 02:07:39.585,0.8299952263280346,0.8265342645608815,-0.008006762536463374
0.8412944896121275,2025-07-28 03:09:32.714,0.8320184595302101,0.8270373552108417,0.018768041758778997
0.84194281761656,2025-07-28 04:04:51.903,0.8340681932052357,0.8274535393868729,0.0007706314642943468
0.8434583421519437,2025-07-28 05:04:21.755,0.8357342184715684,0.8281186430729882,0.0018000326194052008
0.8535708456600397,2025-07-28 06:04:56.205,0.8385108201832854,0.8292683380674116,0.01198933367864452
0.8470373326812912,2025-07-28 07:04:41.253,0.8407944259811281,0.8301182376494567,-0.0076543300558682414
0.8371279813181746,2025-07-28 08:08:55.897,0.84146110377017,0.8304807055440709,-0.011698836616502728
0.8338221967667258,2025-07-28 09:08:35.163,0.842607715115266,0.8305937046405909,-0.003948959567978361
0.8353753212133673,2025-07-28 10:09:27.963,0.8417621196297288,0.8307751411975046,0.0018626566343089568
0.8285600876686727,2025-07-28 11:04:08.829,0.839850301065745,0.8306084205676904,-0.008158289300186139
0.8274315130152349,2025-07-28 12:09:32.364,0.8375607540462152,0.8303626666506924,-0.001362091500947571
0.8286107262565626,2025-07-28 13:09:01.814,0.8339950227028613,0.8303535212549344,0.0014251490579935133
0.8178121268661265,2025-07-28 14:09:50.109,0.8298199933006949,0.8301293207265242,-0.013032174274669739
0.8042622013914186,2025-07-28 15:04:30.756,0.8251248818825869,0.829605287363815,-0.016568506420455598
0.8057763423681183,2025-07-28 16:09:35.738,0.8211183312542145,0.8292480726184169,0.0018826459506366966
0.8050483360266956,2025-07-28 17:11:41.536,0.8167859047989756,0.8283857392483097,-0.0009034843828787942
0.7954308290772264,2025-07-28 18:09:51.390,0.8120531535716261,0.8274328846901494,-0.011946496277398966
0.800302168690009,2025-07-28 19:10:39.673,0.8081775329537367,0.8265871347344441,0.0061241523897606065
0.7966241303500489,2025-07-28 20:09:23.802,0.8036080192528062,0.8258145053089574,-0.0045958120368218
0.7930067053499456,2025-07-28 21:07:03.412,0.8000643876076374,0.8249688790389339,-0.00454094329092658
0.7938469951046621,2025-07-28 22:03:47.932,0.7985765009952436,0.8239620062492585,0.001059625030970901
0.7917922017853404,2025-07-28 23:09:53.666,0.7965787666262754,0.8228959013447816,-0.002588399694138488
0.7925054949212632,2025-07-29 00:09:52.174,0.7947869321826422,0.821788449013389,0.0009008590060808341
0.7925750802197411,2025-07-29 01:09:53.172,0.7943789680601443,0.8205726950135845,8.780418422804637e-05
0.7881457686434975,2025-07-29 02:05:49.995,0.7926423394820713,0.8192731587284713,-0.005588507242765717
0.7823556116932873,2025-07-29 03:04:05.375,0.7906039796739623,0.8177651897218682,-0.007346555904469088
0.791444547919227,2025-07-29 04:04:18.382,0.7903808143267169,0.8164201358095885,0.011617397625957038
0.7895657252637289,2025-07-29 05:08:59.162,0.7897692043494409,0.8149345055291122,-0.002373915722128195
0.7945008675845721,2025-07-29 06:03:54.908,0.790156156606474,0.8137161313787181,0.006250451562084702
0.8007844732241503,2025-07-29 07:01:08.808,0.7913388677926007,0.8126602392596938,0.007908871967228226
0.8070516553878206,2025-07-29 08:09:22.573,0.7934069499594691,0.812035430527586,0.007826303297861381
0.8028927648593449,2025-07-29 09:04:59.583,0.7955136637045902,0.8107553730358266,-0.005153190010467434
0.8014871720637392,2025-07-29 10:04:12.946,0.7982467437575119,0.8094068515173992,-0.001750660682378835
0.7905610846146678,2025-07-29 11:09:17.454,0.7981205347140035,0.80764360959949,-0.013632267402281628
0.7951449037554599,2025-07-29 12:08:31.287,0.7989175602128221,0.8056960782026706,0.005798184643791782
0.80195035288444,2025-07-29 13:00:51.733,0.7999817723985174,0.804193178876109,0.008558753375438988
0.7932083739328042,2025-07-29 14:03:59.368,0.7988994724997538,0.8027291919632632,-0.010900897942363708
0.7804350319968586,2025-07-29 15:09:53.440,0.7950970977296163,0.8009496198042677,-0.016103387654134438
0.783230998649026,2025-07-29 16:04:40.786,0.7922882739852851,0.7992114757187897,0.0035825745097750605
0.7810531159937906,2025-07-29 17:09:11.836,0.7893691231181496,0.7976279099962936,-0.0027806389928284325
0.7802362797911748,2025-07-29 18:09:43.602,0.7878941510005076,0.7960547355554917,-0.0010458138965061536
0.7814267004928285,2025-07-29 19:01:42.213,0.7859344076772746,0.7944819346967004,0.001525718211888627
0.7772310767737183,2025-07-29 20:09:08.485,0.7824030825186001,0.7931292330269535,-0.005369183976518976
0.7732270073821906,2025-07-29 21:04:09.384,0.7795486015827982,0.7920947265599793,-0.00515171036154205
0.780257507729098,2025-07-29 22:08:13.838,0.7795232409731181,0.7912440987386785,0.009092414361869583
0.7811318489787878,2025-07-29 23:00:23.573,0.7792233624487983,0.7904468825037483,0.0011205803738236764
0.7823246045491294,2025-07-30 00:05:19.230,0.7794050036709896,0.7900100083528118,0.0015269580569541308
0.7802803084439753,2025-07-30 01:06:30.965,0.7794112934785327,0.7893426130112773,-0.0026131047052166956
0.786980848118435,2025-07-30 02:04:04.591,0.7802047431393335,0.7890211702702234,0.008587349446023795
0.7856509821600628,2025-07-30 03:08:53.638,0.7814075867659541,0.7887759794972274,-0.001689832683415049
0.786041124524496,2025-07-30 04:03:46.845,0.7832381749291406,0.7885157838112219,0.0004965848363869263
0.7798085999713283,2025-07-30 05:08:29.262,0.7831740452494592,0.7881163304174215,-0.007929005695392788
0.7829201163445961,2025-07-30 06:04:56.025,0.7834295120160034,0.7877968177981992,0.0039901026654260985
0.7851118611120551,2025-07-30 07:06:43.827,0.7838276915249927,0.7875480438279431,0.002799448783730396
0.7786916319674075,2025-07-30 08:02:37.413,0.7836007377426258,0.78723290593874,-0.00817747057795537
0.7805791406789058,2025-07-30 09:09:03.586,0.7826862081084073,0.7871736902382606,0.002423948882986471
0.7711110777043049,2025-07-30 10:00:41.701,0.780609078900442,0.7864959078977631,-0.012129536239421035
0.7664727816869863,2025-07-30 11:04:48.480,0.7778136013522262,0.7857261431118718,-0.006015081551061785
0.7549490764381346,2025-07-30 12:08:42.572,0.7742622408474843,0.7844077500736574,-0.01503472207256773
0.7617150889894208,2025-07-30 13:04:07.278,0.7712329512253164,0.7831054372658329,0.008962210515189195
0.7614759989845634,2025-07-30 14:08:40.893,0.7678563994928176,0.7815862487190578,-0.0003138837713908549
0.7750623781904192,2025-07-30 15:08:43.709,0.7673379346675336,0.7806585691634268,0.017842163408923417
0.773562324847921,2025-07-30 16:00:39.930,0.7663355324059644,0.7797277409228995,-0.001935396923794075
0.7725876289844674,2025-07-30 17:03:55.851,0.7665464683031303,0.7791286257352261,-0.0012600094810010232
0.7739908785909434,2025-07-30 18:02:54.776,0.7676204821465529,0.7784234915630758,0.0018162983121028375
0.7521148162070413,2025-07-30 19:07:08.152,0.7672155878278252,0.7767623070071623,-0.02826397957522131
0.7611781201491606,2025-07-30 20:09:23.179,0.7671388779935023,0.7756946318810409,0.012050426007861548
0.7593746706223049,2025-07-30 21:04:55.223,0.7668386882274654,0.7749926198352225,-0.002369287134136644
0.7572700464609738,2025-07-30 22:04:37.280,0.7642969265518303,0.7741272547622875,-0.002771522731468412
0.7560437448485788,2025-07-30 23:07:52.769,0.7617942722662102,0.7732936090574469,-0.0016193716074285325
0.7628343402981315,2025-07-31 00:04:03.609,0.7604009453110192,0.7727135444076789,0.008981749397202643
0.7711301406500496,2025-07-31 01:08:32.707,0.7599922684623202,0.772370325746253,0.010874969719737448
0.7729287782196445,2025-07-31 02:03:59.136,0.7629656916069777,0.7722269157944504,0.002332469546681981
0.7755918973890413,2025-07-31 03:08:00.073,0.7650248026412463,0.7723057454613454,0.0034454910263932437
0.7802953264296048,2025-07-31 04:01:46.882,0.7680134677565749,0.7723070060846957,0.006064309150723535
0.7814183377952405,2025-07-31 05:04:06.045,0.7714632236614702,0.7723165557119108,0.0014392132409331015
0.781697222704027,2025-07-31 06:03:03.623,0.7751280062122483,0.7722956429837406,0.00035689578206388184
0.7834388924643025,2025-07-31 07:04:40.711,0.7780715136645586,0.7724009291177516,0.0022280618501506755
0.7816883174602477,2025-07-31 08:02:42.904,0.779579824637444,0.7722245114291454,-0.002234475491187826
0.786147237297952,2025-07-31 09:04:50.096,0.781468175934345,0.772241053267075,0.005704217062104222
0.7866852794854777,2025-07-31 10:09:37.235,0.7830529448052647,0.7722625250991076,0.0006844038393813978
0.785179907232717,2025-07-31 11:03:52.674,0.7837507420628521,0.7724415686744874,-0.0019135635202749413
0.7783297002505328,2025-07-31 12:04:58.120,0.7833095081278937,0.7722885548046853,-0.008724378857741022
0.7724961359850929,2025-07-31 13:08:43.676,0.7819950671680462,0.7718680306337865,-0.007494978366574201
0.7671999177115232,2025-07-31 14:04:46.858,0.7796752136319347,0.7714849734919238,-0.006855980278549834
0.758110619038119,2025-07-31 15:05:55.703,0.7763069710002022,0.7707360227705642,-0.01184736659059682
0.7602895231019733,2025-07-31 16:03:58.462,0.7726130118293479,0.7703753042838197,0.0028741241833794007
0.7665166577809773,2025-07-31 17:08:56.156,0.7697317801572765,0.7703767668202861,0.008190478087344077
0.7585754811757021,2025-07-31 18:04:45.627,0.7659311478634173,0.770497646978205,-0.010360083534602493
0.7585452047897377,2025-07-31 19:06:15.600,0.7631047913690179,0.770391984171549,-3.991215998355724e-05
0.7513632188455743,2025-07-31 20:04:08.272,0.7600858032062295,0.7700548915002493,-0.009468105392814619
0.7494310976435737,2025-07-31 21:04:56.779,0.7575474003393797,0.7692005154820211,-0.0025714876021868394
0.7464453313027716,2025-07-31 22:00:14.801,0.7558809306629014,0.7682966156971829,-0.003984043830300488
0.743138284795474,2025-07-31 23:07:28.160,0.753430753761973,0.7673149708908831,-0.004430393450952197
0.7396045672641582,2025-08-01 00:04:29.542,0.7495861694024274,0.7661687605133235,-0.004755127818893423
0.7258047783842015,2025-08-01 01:04:54.254,0.744904640432213,0.7652917592525622,-0.0186583337782823
0.7291378398152036,2025-08-01 02:09:23.735,0.7407035882929939,0.764223749908097,0.004592228558238709
