price,date,media_movel_7d,media_movel_30d,ethereum_return
3867.283121234515,2025-07-31 05:00:03.367,3834.756871633594,3799.9327979989894,0.0010981943353327583
3858.909591523486,2025-07-31 06:03:49.068,3847.980300535152,3802.2765053295784,-0.002165222831773339
3874.374239719539,2025-07-31 07:04:03.593,3857.550675639131,3805.5871102986684,0.004007517623637158
3863.333287317893,2025-07-31 08:04:15.414,3860.563478906263,3807.895190672082,-0.002849738233456134
3862.746735194548,2025-07-31 09:04:45.647,3864.13120323724,3809.552603444604,-0.00015182540043090498
3862.6217902537446,2025-07-31 10:03:50.709,3864.615645286785,3811.0434873668555,-3.234613847835632e-05
3858.0692022726366,2025-07-31 11:08:18.279,3863.905423930909,3812.7717342216524,-0.001178626391171722
3836.7161115644,2025-07-31 12:03:54.739,3859.53870826375,3813.71902421027,-0.0055346572569663355
3832.671104775614,2025-07-31 13:03:44.948,3855.790353014054,3813.8947831522632,-0.0010542887905085063
3807.5865945293344,2025-07-31 14:09:25.232,3846.249260844025,3813.7319044981687,-0.006544915950399077
3773.786610942857,2025-07-31 15:04:47.399,3833.4568785047336,3812.3884646898464,-0.008877009819038828
3787.8958817985135,2025-07-31 16:04:40.816,3822.763899448157,3812.4694753911876,0.0037387569330877835
3793.482057770935,2025-07-31 17:09:28.701,3812.886794807756,3813.031526103146,0.0014747438015032532
3773.240859820157,2025-07-31 18:08:32.443,3800.768460171687,3813.701793282127,-0.00533578323095385
3775.6089059792666,2025-07-31 19:09:19.398,3792.0388593738107,3813.6942482637924,0.0006275894508420699
3739.886844420241,2025-07-31 20:04:32.230,3778.7839650373294,3812.7133387192507,-0.009461271664672255
3733.685545471111,2025-07-31 21:05:13.521,3768.226672314726,3810.181012029831,-0.0016581514915036122
3728.007078532166,2025-07-31 22:03:22.864,3761.6867391131987,3807.9196791557288,-0.001520874446920839
3710.0663631664465,2025-07-31 23:04:56.269,3750.568236451475,3805.0912604491,-0.004812414512040841
3696.6628530851194,2025-08-01 00:01:18.583,3736.7369214963583,3801.319995722644,-0.0036127413284023913
3658.5918683514183,2025-08-01 01:04:55.192,3720.3584941436816,3798.88081311913,-0.010298744096159163
3683.63449898645,2025-08-01 02:00:37.439,3707.219293144707,3796.230454233779,0.006844882276064279
3713.0151370332537,2025-08-01 03:08:34.244,3703.3804778037093,3794.3262613404468,0.007975991661194337
3699.0559844766676,2025-08-01 04:04:43.825,3698.433397661646,3792.231574947365,-0.003759519431353442
3687.1990739168073,2025-08-01 05:07:04.951,3692.6036827165944,3789.5933577708397,-0.003205388242194407
3673.6329685807186,2025-08-01 06:07:07.817,3687.3989120614906,3785.135069590474,-0.0036792440722973607
3659.540612624181,2025-08-01 07:04:05.107,3682.095734852785,3779.0449678630143,-0.003836081632831778
3641.7862974639993,2025-08-01 08:04:32.030,3679.6949390117256,3772.512088949224,-0.004851514722622685
3618.6583882815066,2025-08-01 09:04:33.635,3670.412637482448,3764.4930120283766,-0.00635070465243881
3620.4323103311926,2025-08-01 10:08:56.324,3657.1865193821536,3756.406063980624,0.0004902153945867127
3614.979295664525,2025-08-01 11:08:39.459,3645.1755638375616,3747.9959364616243,-0.0015061777708443858
3640.026524636749,2025-08-01 12:01:52.477,3638.436628226125,3740.699834232066,0.006928733728091663
3662.791279076293,2025-08-01 13:02:26.406,3636.887815439778,3733.6470688772915,0.006254007844576304
3591.825408797353,2025-08-01 14:04:26.209,3627.214214893088,3724.59680625994,-0.019374805953135565
3622.6438227462404,2025-08-01 15:08:36.269,3624.4795756476938,3716.593375844997,0.008580153665989743
3613.2032289480094,2025-08-01 16:06:22.115,3623.7002671714804,3708.2794238014726,-0.0026059955822745895
3574.2721832324687,2025-08-01 17:07:59.355,3617.1059633002337,3698.8195231667996,-0.01077466260509119
3568.8323839228838,2025-08-01 18:04:23.156,3610.5135473371424,3689.8900655787493,-0.0015219320271981918
3556.3602511035315,2025-08-01 19:04:01.086,3598.561222546683,3680.67970378968,-0.0034947376277848496
3516.423305359995,2025-08-01 20:02:18.624,3577.651512015783,3670.9742608173688,-0.01122972447213244
3538.300696339072,2025-08-01 21:04:10.268,3570.0051245217433,3663.124730330576,0.006221489587368456
3541.4432681054577,2025-08-01 22:00:44.668,3558.4050452873453,3654.909643207474,0.0008881584794748765
3463.211041724805,2025-08-01 23:04:13.718,3536.977589969745,3643.9006093392695,-0.02209049262068341
3490.126027261797,2025-08-02 00:08:23.014,3524.956710545363,3634.463448253991,0.007771685067043288
3516.929892436748,2025-08-02 01:09:00.995,3517.5420689044868,3625.84081446924,0.007679913265476124
3510.3986044052754,2025-08-02 02:01:53.030,3510.9761193761638,3618.1912064687417,-0.0018570992971791433
3524.035225082705,2025-08-02 03:08:48.136,3512.0635364794084,3611.2028624557943,0.003884635967071226
3526.2451819762027,2025-08-02 04:08:37.352,3510.3413201418557,3604.4774659039294,0.000627109762628919
3532.413223233703,2025-08-02 05:06:51.559,3509.051313731605,3598.5556945728376,0.0017491810521363949
